training,GT
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/anat/sub-002_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-002/seg/sub-002_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/anat/sub-003_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-003/seg/sub-003_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/anat/sub-004_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-004/seg/sub-004_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/anat/sub-006_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-006/seg/sub-006_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/anat/sub-007_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-007/seg/sub-007_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-002j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-002j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-003j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-003j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/anat/sub-008_ses-004j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-008/seg/sub-008_ses-004j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001c_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001d_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001d_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001e_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001e_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001f_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001f_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001g_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001g_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001h_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001h_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001i_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001i_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/anat/sub-009_ses-001j_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-009/seg/sub-009_ses-001j_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-010/anat/sub-010_ses-001a_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-010/seg/sub-010_ses-001a_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-010/anat/sub-010_ses-001b_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-010/seg/sub-010_ses-001b_training_labels.nii.gz
/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-010/anat/sub-010_ses-001c_T1w.nii.gz,/analyse/Project0235/segmentator/data/glasgow/7T/BIDS_augm/sub-010/seg/sub-010_ses-001c_training_labels.nii.gz
